h h_freq h_norm_F r r_freq r_norm_F t t_freq t_norm_F rank
4 2908 1.4201012 2 2671 1.7832892 3062 105 0.9855698 576
4 2908 1.4201012 2 2671 1.7832892 3086 67 0.94342154 277
4 2908 1.4201012 2 2671 1.7832892 3109 119 1.0909082 208
4 2908 1.4201012 2 2671 1.7832892 3480 63 0.9763732 696
4 2908 1.4201012 2 2671 1.7832892 3851 63 0.91529506 498
4 2908 1.4201012 2 2671 1.7832892 3867 129 1.0329943 236
4 2908 1.4201012 2 2671 1.7832892 3886 79 0.9140824 178
4 2908 1.4201012 2 2671 1.7832892 3990 60 0.95336 349
4 2908 1.4201012 2 2671 1.7832892 4099 66 0.921385 423
4 2908 1.4201012 2 2671 1.7832892 4409 66 0.98287416 283
4 2908 1.4201012 2 2671 1.7832892 4781 50 0.9929686 239
4 2908 1.4201012 2 2671 1.7832892 4812 110 1.0631093 644
4 2908 1.4201012 2 2671 1.7832892 4951 140 0.99762505 435
4 2908 1.4201012 2 2671 1.7832892 5002 110 1.0201544 662
4 2908 1.4201012 2 2671 1.7832892 5089 101 0.94408303 571
4 2908 1.4201012 2 2671 1.7832892 5153 125 0.95770305 609
4 2908 1.4201012 2 2671 1.7832892 5154 84 0.9926091 486
4 2908 1.4201012 2 2671 1.7832892 5940 69 0.9452347 471
4 2908 1.4201012 2 2671 1.7832892 5941 163 0.9852845 220
4 2908 1.4201012 2 2671 1.7832892 6714 85 0.9999453 622
4 2908 1.4201012 2 2671 1.7832892 6719 72 0.95006543 674
4 2908 1.4201012 2 2671 1.7832892 6791 70 1.0057268 626
4 2908 1.4201012 2 2671 1.7832892 6967 88 0.9594986 156
4 2908 1.4201012 2 2671 1.7832892 7178 90 0.939468 510
4 2908 1.4201012 2 2671 1.7832892 7918 43 0.8708412 457
4 2908 1.4201012 2 2671 1.7832892 8231 63 1.0100814 394
4 2908 1.4201012 2 2671 1.7832892 8448 90 0.9559799 338
4 2908 1.4201012 2 2671 1.7832892 8550 78 0.99682856 359
4 2908 1.4201012 2 2671 1.7832892 8585 88 0.93742365 487
4 2908 1.4201012 2 2671 1.7832892 8945 82 0.9187225 161
4 2908 1.4201012 2 2671 1.7832892 9768 56 0.8931979 785
4 2908 1.4201012 2 2671 1.7832892 10126 75 0.99115777 579
4 2908 1.4201012 2 2671 1.7832892 10250 79 0.8981866 421
4 2908 1.4201012 2 2671 1.7832892 10435 42 0.9087828 432
4 2908 1.4201012 2 2671 1.7832892 10627 61 0.87237364 629
4 2908 1.4201012 2 2671 1.7832892 11179 52 0.9474555 307
4 2908 1.4201012 35 7331 1.8659059 20 77 0.952247 763
4 2908 1.4201012 35 7331 1.8659059 226 82 1.0145627 1096
4 2908 1.4201012 35 7331 1.8659059 250 178 1.0856372 276
4 2908 1.4201012 35 7331 1.8659059 274 93 1.0020275 729
4 2908 1.4201012 35 7331 1.8659059 322 101 1.038326 982
4 2908 1.4201012 35 7331 1.8659059 345 63 0.9346835 1153
4 2908 1.4201012 35 7331 1.8659059 401 182 1.1226984 597
4 2908 1.4201012 35 7331 1.8659059 485 167 1.0085386 176
4 2908 1.4201012 35 7331 1.8659059 793 93 0.9903727 539
4 2908 1.4201012 35 7331 1.8659059 824 45 0.8065427 1064
4 2908 1.4201012 35 7331 1.8659059 835 51 0.9099681 1012
4 2908 1.4201012 35 7331 1.8659059 885 106 0.9511773 474
4 2908 1.4201012 35 7331 1.8659059 904 52 0.8957273 887
4 2908 1.4201012 35 7331 1.8659059 942 76 0.8729254 991
4 2908 1.4201012 35 7331 1.8659059 973 110 0.9762696 959
4 2908 1.4201012 35 7331 1.8659059 1009 66 1.033708 957
4 2908 1.4201012 35 7331 1.8659059 1243 74 0.93840927 420
4 2908 1.4201012 35 7331 1.8659059 1317 105 0.93574584 839
4 2908 1.4201012 35 7331 1.8659059 1331 84 0.92347646 974
4 2908 1.4201012 35 7331 1.8659059 1549 89 0.9475702 1110
4 2908 1.4201012 35 7331 1.8659059 1581 186 1.0892335 977
4 2908 1.4201012 35 7331 1.8659059 1619 67 0.8981428 1126
4 2908 1.4201012 35 7331 1.8659059 1705 68 0.93975717 928
4 2908 1.4201012 35 7331 1.8659059 1839 76 0.94623494 699
4 2908 1.4201012 35 7331 1.8659059 2110 129 0.9945652 186
4 2908 1.4201012 35 7331 1.8659059 2150 87 1.0316135 1528
4 2908 1.4201012 35 7331 1.8659059 2449 109 0.9750256 1125
4 2908 1.4201012 35 7331 1.8659059 2468 61 0.85513 1095
4 2908 1.4201012 35 7331 1.8659059 2527 110 1.0435406 1257
4 2908 1.4201012 35 7331 1.8659059 2719 90 0.9385846 228
4 2908 1.4201012 35 7331 1.8659059 2724 87 1.1051319 421
4 2908 1.4201012 35 7331 1.8659059 3035 37 0.87050825 1176
4 2908 1.4201012 35 7331 1.8659059 3071 78 0.9161661 1214
4 2908 1.4201012 35 7331 1.8659059 3257 98 0.9473249 920
4 2908 1.4201012 35 7331 1.8659059 3364 87 0.9981665 636
4 2908 1.4201012 35 7331 1.8659059 3366 55 0.93912166 853
4 2908 1.4201012 35 7331 1.8659059 3419 72 0.8477722 1142
4 2908 1.4201012 35 7331 1.8659059 3433 63 0.9504047 1226
4 2908 1.4201012 35 7331 1.8659059 3562 108 1.0220107 856
4 2908 1.4201012 35 7331 1.8659059 3666 61 0.87072 1065
4 2908 1.4201012 35 7331 1.8659059 3697 94 0.98130727 1029
4 2908 1.4201012 35 7331 1.8659059 3957 91 0.92954475 1364
4 2908 1.4201012 35 7331 1.8659059 4299 96 1.0249691 955
4 2908 1.4201012 35 7331 1.8659059 4302 105 1.0800464 1056
4 2908 1.4201012 35 7331 1.8659059 4477 95 0.9554215 862
4 2908 1.4201012 35 7331 1.8659059 4606 77 0.9324687 1037
4 2908 1.4201012 35 7331 1.8659059 4684 89 0.92205393 712
4 2908 1.4201012 35 7331 1.8659059 4712 55 0.93079066 311
4 2908 1.4201012 35 7331 1.8659059 4721 88 0.9700228 398
4 2908 1.4201012 35 7331 1.8659059 4760 60 0.95318836 442
4 2908 1.4201012 35 7331 1.8659059 4781 50 0.9929686 464
4 2908 1.4201012 35 7331 1.8659059 4782 158 1.0596851 616
4 2908 1.4201012 35 7331 1.8659059 4792 72 0.9644219 1093
4 2908 1.4201012 35 7331 1.8659059 4981 111 0.8990756 1036
4 2908 1.4201012 35 7331 1.8659059 5043 92 0.98152626 295
4 2908 1.4201012 35 7331 1.8659059 5170 77 0.9632217 1024
4 2908 1.4201012 35 7331 1.8659059 5221 56 0.9536793 926
4 2908 1.4201012 35 7331 1.8659059 5388 52 0.9475765 1035
4 2908 1.4201012 35 7331 1.8659059 5452 69 0.9079391 826
4 2908 1.4201012 35 7331 1.8659059 5477 62 0.9689416 999
4 2908 1.4201012 35 7331 1.8659059 5611 70 0.96789455 1774
4 2908 1.4201012 35 7331 1.8659059 5625 69 0.8708509 976
4 2908 1.4201012 35 7331 1.8659059 5658 60 0.88775 719
4 2908 1.4201012 35 7331 1.8659059 5708 120 0.980958 1040
4 2908 1.4201012 35 7331 1.8659059 5803 118 0.96502525 735
4 2908 1.4201012 35 7331 1.8659059 5848 67 0.93866503 1134
4 2908 1.4201012 35 7331 1.8659059 5990 83 1.0206819 1058
4 2908 1.4201012 35 7331 1.8659059 6086 41 0.8999663 1678
4 2908 1.4201012 35 7331 1.8659059 6392 69 0.91600084 396
4 2908 1.4201012 35 7331 1.8659059 6489 51 0.8781632 1135
4 2908 1.4201012 35 7331 1.8659059 6501 70 0.95504117 833
4 2908 1.4201012 35 7331 1.8659059 6575 107 0.9675202 615
4 2908 1.4201012 35 7331 1.8659059 6899 53 0.8555084 1067
4 2908 1.4201012 35 7331 1.8659059 6933 89 0.9003427 1080
4 2908 1.4201012 35 7331 1.8659059 7068 66 0.9239525 711
4 2908 1.4201012 35 7331 1.8659059 7214 102 1.0201281 768
4 2908 1.4201012 35 7331 1.8659059 7348 85 1.0346843 1017
4 2908 1.4201012 35 7331 1.8659059 7395 63 0.97386324 1133
4 2908 1.4201012 35 7331 1.8659059 7493 54 0.9150874 883
4 2908 1.4201012 35 7331 1.8659059 7522 57 0.9392973 1714
4 2908 1.4201012 35 7331 1.8659059 7614 55 0.90009737 4557
4 2908 1.4201012 35 7331 1.8659059 7616 80 0.93508524 800
4 2908 1.4201012 35 7331 1.8659059 7622 78 1.020804 1048
4 2908 1.4201012 35 7331 1.8659059 7757 81 0.9864853 350
4 2908 1.4201012 35 7331 1.8659059 8187 70 0.97328883 1014
4 2908 1.4201012 35 7331 1.8659059 8224 65 0.85277563 389
4 2908 1.4201012 35 7331 1.8659059 8312 66 0.89042604 997
4 2908 1.4201012 35 7331 1.8659059 8351 68 0.9605704 556
4 2908 1.4201012 35 7331 1.8659059 8409 67 0.87659234 780
4 2908 1.4201012 35 7331 1.8659059 8416 53 0.8947427 1240
4 2908 1.4201012 35 7331 1.8659059 8550 78 0.99682856 304
4 2908 1.4201012 35 7331 1.8659059 8683 66 1.0662752 1151
4 2908 1.4201012 35 7331 1.8659059 8700 59 0.9428952 834
4 2908 1.4201012 35 7331 1.8659059 8829 40 0.8126142 1074
4 2908 1.4201012 35 7331 1.8659059 8862 61 0.97540796 924
4 2908 1.4201012 35 7331 1.8659059 9145 84 0.92503697 912
4 2908 1.4201012 35 7331 1.8659059 9431 87 0.80300945 807
4 2908 1.4201012 35 7331 1.8659059 9516 73 0.94051254 1062
4 2908 1.4201012 35 7331 1.8659059 9583 68 0.98381776 1094
4 2908 1.4201012 35 7331 1.8659059 9964 103 0.9146517 415
4 2908 1.4201012 35 7331 1.8659059 9982 49 0.9083194 1087
4 2908 1.4201012 35 7331 1.8659059 9986 52 0.95055795 1105
4 2908 1.4201012 35 7331 1.8659059 10048 67 0.9839887 591
4 2908 1.4201012 35 7331 1.8659059 10496 92 1.0109663 293
4 2908 1.4201012 35 7331 1.8659059 10552 56 0.89060616 1031
4 2908 1.4201012 35 7331 1.8659059 10636 54 0.87294203 192
4 2908 1.4201012 35 7331 1.8659059 10652 61 0.8756141 1085
4 2908 1.4201012 35 7331 1.8659059 10741 68 0.92534804 116
4 2908 1.4201012 35 7331 1.8659059 10810 74 0.96252155 1005
4 2908 1.4201012 35 7331 1.8659059 11446 71 0.94488204 708
4 2908 1.4201012 35 7331 1.8659059 11459 69 0.92200047 731
4 2908 1.4201012 35 7331 1.8659059 11517 51 0.8953471 1141
4 2908 1.4201012 35 7331 1.8659059 11570 67 0.9422997 1185
4 2908 1.4201012 35 7331 1.8659059 13580 57 0.84554744 1597
4 2908 1.4201012 36 1004 1.7575482 476 157 0.9212026 131
4 2908 1.4201012 36 1004 1.7575482 1842 52 0.837585 26
4 2908 1.4201012 36 1004 1.7575482 3924 57 0.86569506 126
4 2908 1.4201012 36 1004 1.7575482 4931 43 0.7765544 139
4 2908 1.4201012 36 1004 1.7575482 5190 39 0.75692344 39
4 2908 1.4201012 36 1004 1.7575482 5344 27 0.7597494 184
4 2908 1.4201012 36 1004 1.7575482 5442 111 0.82546175 27
4 2908 1.4201012 36 1004 1.7575482 5689 46 0.76670134 70
4 2908 1.4201012 36 1004 1.7575482 6486 46 0.8018965 16
4 2908 1.4201012 36 1004 1.7575482 6881 219 0.9516311 149
4 2908 1.4201012 36 1004 1.7575482 8805 50 0.7792334 83
4 2908 1.4201012 36 1004 1.7575482 9896 19 0.6180093 151
4 2908 1.4201012 36 1004 1.7575482 12724 40 0.7578064 132
4 2908 1.4201012 36 1004 1.7575482 12750 21 0.70801175 125
4 2908 1.4201012 36 1004 1.7575482 13541 21 0.6972958 159
4 2908 1.4201012 537 61 0.73563296 1953 58 1.26127 61
4 2908 1.4201012 559 60 0.8407395 5775 202 1.3428026 3174
5 55 0.9414064 44 2649 1.7767434 4 2908 1.4201012 0
5 55 0.9414064 46 6094 2.1834626 107 1606 1.3561887 5
5 55 0.9414064 46 6094 2.1834626 1073 1591 1.2722645 0
5 55 0.9414064 46 6094 2.1834626 1181 1315 1.3712451 3
5 55 0.9414064 182 285 1.419906 2534 241 1.0139774 0
5 55 0.9414064 279 662 1.1813515 6434 63 0.92252636 0
6 94 0.85958344 3 8431 0.13043459 6898 85 0.8716465 10
6 94 0.85958344 3 8431 0.13043459 7811 73 0.8471494 6
6 94 0.85958344 119 3740 1.4810672 0 77 0.79341686 464
6 94 0.85958344 142 1404 0.10834528 1431 91 0.92718863 30
6 94 0.85958344 200 783 1.9222425 251 2924 0.9742783 0
7 96 0.9099529 3 8431 0.13043459 6 94 0.85958344 13
7 96 0.9099529 3 8431 0.13043459 2177 69 0.8401185 1
7 96 0.9099529 9 9494 1.1570046 461 51 0.91099846 2
7 96 0.9099529 13 15998 0.114069685 2177 69 0.8401185 1
7 96 0.9099529 13 15998 0.114069685 8736 83 0.85221344 7
7 96 0.9099529 13 15998 0.114069685 12119 78 0.86917466 8
8 88 0.5578676 138 3472 1.2212834 17 3807 1.0094366 3
8 88 0.5578676 171 2320 1.2290785 17 3807 1.0094366 3
8 88 0.5578676 357 19 0.58455 8938 82 0.68621767 4
8 88 0.5578676 395 532 0.7207418 1352 60 0.6770037 5
9 3754 1.0777658 5 2269 1.2472625 8 88 0.5578676 630
9 3754 1.0777658 5 2269 1.2472625 181 28 0.56223065 598
9 3754 1.0777658 5 2269 1.2472625 425 19 0.55020696 566
9 3754 1.0777658 5 2269 1.2472625 1321 19 0.56298614 731
9 3754 1.0777658 5 2269 1.2472625 1528 18 0.55461377 649
9 3754 1.0777658 5 2269 1.2472625 1543 27 0.5629034 722
9 3754 1.0777658 5 2269 1.2472625 1916 26 0.57075024 743
9 3754 1.0777658 5 2269 1.2472625 2462 67 0.6186565 686
9 3754 1.0777658 5 2269 1.2472625 2679 40 0.574555 568
9 3754 1.0777658 5 2269 1.2472625 2975 21 0.57050616 496
9 3754 1.0777658 5 2269 1.2472625 2997 44 0.57011086 645
9 3754 1.0777658 5 2269 1.2472625 3361 42 0.5805739 653
9 3754 1.0777658 5 2269 1.2472625 3892 22 0.55683744 727
9 3754 1.0777658 5 2269 1.2472625 4068 25 0.5548464 552
9 3754 1.0777658 5 2269 1.2472625 4113 61 0.62179047 575
9 3754 1.0777658 5 2269 1.2472625 4392 17 0.5525192 609
9 3754 1.0777658 5 2269 1.2472625 4400 65 0.6028481 673
9 3754 1.0777658 5 2269 1.2472625 4557 33 0.5723107 648
9 3754 1.0777658 5 2269 1.2472625 4958 23 0.56432956 681
9 3754 1.0777658 5 2269 1.2472625 5055 63 0.6234608 434
9 3754 1.0777658 5 2269 1.2472625 5202 31 0.6229699 443
9 3754 1.0777658 5 2269 1.2472625 5423 28 0.562161 563
9 3754 1.0777658 5 2269 1.2472625 5849 21 0.55378246 629
9 3754 1.0777658 5 2269 1.2472625 7420 37 0.5624585 704
9 3754 1.0777658 5 2269 1.2472625 8292 36 0.59636873 492
9 3754 1.0777658 5 2269 1.2472625 8765 24 0.603668 676
9 3754 1.0777658 5 2269 1.2472625 8854 24 0.57755345 707
9 3754 1.0777658 5 2269 1.2472625 8923 24 0.5690078 700
9 3754 1.0777658 5 2269 1.2472625 9620 38 0.5435602 699
9 3754 1.0777658 5 2269 1.2472625 9693 27 0.6079716 689
9 3754 1.0777658 5 2269 1.2472625 9818 18 0.591889 670
9 3754 1.0777658 5 2269 1.2472625 9842 32 0.6037661 701
9 3754 1.0777658 5 2269 1.2472625 9971 27 0.5878187 601
9 3754 1.0777658 5 2269 1.2472625 9977 42 0.56769794 499
9 3754 1.0777658 5 2269 1.2472625 10016 14 0.5790982 721
9 3754 1.0777658 5 2269 1.2472625 10051 21 0.545678 583
9 3754 1.0777658 5 2269 1.2472625 10129 21 0.57782817 427
9 3754 1.0777658 5 2269 1.2472625 10175 20 0.568659 666
9 3754 1.0777658 5 2269 1.2472625 10611 41 0.6124438 577
9 3754 1.0777658 5 2269 1.2472625 10693 26 0.5554315 573
9 3754 1.0777658 5 2269 1.2472625 10878 17 0.5819349 726
9 3754 1.0777658 5 2269 1.2472625 10939 20 0.5522139 706
9 3754 1.0777658 5 2269 1.2472625 10972 30 0.56198937 683
9 3754 1.0777658 5 2269 1.2472625 11080 28 0.5823426 659
9 3754 1.0777658 5 2269 1.2472625 11213 35 0.5915364 712
9 3754 1.0777658 5 2269 1.2472625 11227 48 0.6186061 668
9 3754 1.0777658 5 2269 1.2472625 11404 24 0.5491252 687
9 3754 1.0777658 5 2269 1.2472625 11559 41 0.5847886 705
9 3754 1.0777658 5 2269 1.2472625 11632 80 0.6059103 650
9 3754 1.0777658 5 2269 1.2472625 11728 14 0.5648697 616
9 3754 1.0777658 5 2269 1.2472625 11730 36 0.592774 729
9 3754 1.0777658 5 2269 1.2472625 11735 25 0.55721337 675
9 3754 1.0777658 5 2269 1.2472625 11886 43 0.5851932 508
9 3754 1.0777658 5 2269 1.2472625 12025 19 0.5552302 718
9 3754 1.0777658 5 2269 1.2472625 12056 16 0.568381 580
9 3754 1.0777658 5 2269 1.2472625 12467 22 0.5885578 494
9 3754 1.0777658 5 2269 1.2472625 12496 21 0.53830755 709
9 3754 1.0777658 5 2269 1.2472625 12553 19 0.57810825 679
9 3754 1.0777658 5 2269 1.2472625 12556 20 0.55824125 652
9 3754 1.0777658 5 2269 1.2472625 12681 31 0.5472045 696
9 3754 1.0777658 5 2269 1.2472625 12705 20 0.55813587 735
9 3754 1.0777658 5 2269 1.2472625 12961 24 0.5830249 607
9 3754 1.0777658 5 2269 1.2472625 13025 25 0.55554503 703
9 3754 1.0777658 5 2269 1.2472625 13069 30 0.56858003 430
9 3754 1.0777658 5 2269 1.2472625 13187 39 0.59869033 634
9 3754 1.0777658 5 2269 1.2472625 13218 17 0.5504016 320
9 3754 1.0777658 5 2269 1.2472625 13396 28 0.56884015 477
9 3754 1.0777658 5 2269 1.2472625 13485 23 0.5559804 716
9 3754 1.0777658 5 2269 1.2472625 13546 23 0.5576906 591
9 3754 1.0777658 5 2269 1.2472625 13947 20 0.5854283 693
9 3754 1.0777658 5 2269 1.2472625 14207 17 0.5673105 637
9 3754 1.0777658 238 90 0.7213239 318 105 0.6796748 4
9 3754 1.0777658 261 3500 1.1963279 183 35 0.5739851 573
9 3754 1.0777658 261 3500 1.1963279 757 20 0.5784246 711
9 3754 1.0777658 261 3500 1.1963279 1419 14 0.575393 663
9 3754 1.0777658 261 3500 1.1963279 1422 27 0.5637619 507
9 3754 1.0777658 261 3500 1.1963279 1868 23 0.55146736 551
9 3754 1.0777658 261 3500 1.1963279 2097 21 0.5696492 533
9 3754 1.0777658 261 3500 1.1963279 3077 26 0.5855879 682
9 3754 1.0777658 261 3500 1.1963279 3534 41 0.5645854 662
9 3754 1.0777658 261 3500 1.1963279 3840 26 0.5957433 630
9 3754 1.0777658 261 3500 1.1963279 4052 14 0.56576 534
9 3754 1.0777658 261 3500 1.1963279 4219 33 0.5817187 757
9 3754 1.0777658 261 3500 1.1963279 4221 44 0.5800488 524
9 3754 1.0777658 261 3500 1.1963279 4324 24 0.6256621 604
9 3754 1.0777658 261 3500 1.1963279 4558 50 0.6042286 697
9 3754 1.0777658 261 3500 1.1963279 5151 23 0.5960384 616
9 3754 1.0777658 261 3500 1.1963279 5666 25 0.5650267 695
9 3754 1.0777658 261 3500 1.1963279 6319 68 0.57654333 554
9 3754 1.0777658 261 3500 1.1963279 6369 21 0.5622398 388
9 3754 1.0777658 261 3500 1.1963279 6427 12 0.58246243 727
9 3754 1.0777658 261 3500 1.1963279 6466 32 0.5796606 451
9 3754 1.0777658 261 3500 1.1963279 6525 37 0.58205825 498
9 3754 1.0777658 261 3500 1.1963279 6626 17 0.56343895 687
9 3754 1.0777658 261 3500 1.1963279 6927 22 0.5499241 649
9 3754 1.0777658 261 3500 1.1963279 7035 24 0.57096076 640
9 3754 1.0777658 261 3500 1.1963279 7042 18 0.57654256 717
9 3754 1.0777658 261 3500 1.1963279 7062 40 0.5586396 651
9 3754 1.0777658 261 3500 1.1963279 7264 14 0.57645905 712
9 3754 1.0777658 261 3500 1.1963279 7423 26 0.5763914 459
9 3754 1.0777658 261 3500 1.1963279 7441 40 0.5937832 597
9 3754 1.0777658 261 3500 1.1963279 7609 18 0.5510061 567
9 3754 1.0777658 261 3500 1.1963279 7613 18 0.59854543 696
9 3754 1.0777658 261 3500 1.1963279 7752 25 0.54581004 461
9 3754 1.0777658 261 3500 1.1963279 7855 30 0.57900727 458
9 3754 1.0777658 261 3500 1.1963279 8242 25 0.5619996 609
9 3754 1.0777658 261 3500 1.1963279 8520 9 0.58746636 665
9 3754 1.0777658 261 3500 1.1963279 8669 20 0.57297206 721
9 3754 1.0777658 261 3500 1.1963279 8671 18 0.5394058 719
9 3754 1.0777658 261 3500 1.1963279 8724 34 0.58194005 641
9 3754 1.0777658 261 3500 1.1963279 8923 24 0.5690078 723
9 3754 1.0777658 261 3500 1.1963279 9015 24 0.56814545 692
9 3754 1.0777658 261 3500 1.1963279 9250 14 0.5812372 690
9 3754 1.0777658 261 3500 1.1963279 9355 66 0.614381 684
9 3754 1.0777658 261 3500 1.1963279 9455 19 0.5688998 599
9 3754 1.0777658 261 3500 1.1963279 9571 52 0.6290113 671
9 3754 1.0777658 261 3500 1.1963279 9588 21 0.5595835 363
9 3754 1.0777658 261 3500 1.1963279 9727 32 0.58849233 706
9 3754 1.0777658 261 3500 1.1963279 10116 30 0.5733668 674
9 3754 1.0777658 261 3500 1.1963279 10291 20 0.55198103 585
9 3754 1.0777658 261 3500 1.1963279 10394 52 0.6049857 502
9 3754 1.0777658 261 3500 1.1963279 10880 44 0.60251915 744
9 3754 1.0777658 261 3500 1.1963279 10956 32 0.55025417 652
9 3754 1.0777658 261 3500 1.1963279 11045 14 0.56328195 519
9 3754 1.0777658 261 3500 1.1963279 11095 20 0.57984734 639
9 3754 1.0777658 261 3500 1.1963279 11213 35 0.5915364 725
9 3754 1.0777658 261 3500 1.1963279 11243 39 0.59326494 705
9 3754 1.0777658 261 3500 1.1963279 11404 24 0.5491252 685
9 3754 1.0777658 261 3500 1.1963279 11499 58 0.5763123 574
9 3754 1.0777658 261 3500 1.1963279 11554 38 0.61280066 737
9 3754 1.0777658 261 3500 1.1963279 11895 21 0.55575526 700
9 3754 1.0777658 261 3500 1.1963279 11911 48 0.5965594 660
9 3754 1.0777658 261 3500 1.1963279 12010 25 0.58239007 583
9 3754 1.0777658 261 3500 1.1963279 12269 24 0.5803293 579
9 3754 1.0777658 261 3500 1.1963279 12274 17 0.5959901 659
9 3754 1.0777658 261 3500 1.1963279 12407 22 0.553037 634
9 3754 1.0777658 261 3500 1.1963279 12444 50 0.6352125 418
9 3754 1.0777658 261 3500 1.1963279 12534 28 0.55341923 368
9 3754 1.0777658 261 3500 1.1963279 12551 21 0.58740526 476
9 3754 1.0777658 261 3500 1.1963279 12689 29 0.575881 575
9 3754 1.0777658 261 3500 1.1963279 12891 21 0.5875243 675
9 3754 1.0777658 261 3500 1.1963279 12908 32 0.5817873 570
9 3754 1.0777658 261 3500 1.1963279 13023 17 0.5533199 656
9 3754 1.0777658 261 3500 1.1963279 13398 14 0.594573 724
9 3754 1.0777658 261 3500 1.1963279 13560 16 0.57968354 681
9 3754 1.0777658 261 3500 1.1963279 13568 14 0.5988302 779
9 3754 1.0777658 261 3500 1.1963279 14060 25 0.5573353 525
9 3754 1.0777658 261 3500 1.1963279 14135 15 0.5885034 672
9 3754 1.0777658 261 3500 1.1963279 14487 15 0.569199 669
9 3754 1.0777658 500 71 0.7521082 2996 84 0.68396604 28
9 3754 1.0777658 500 71 0.7521082 3177 105 0.71603674 6
9 3754 1.0777658 500 71 0.7521082 8423 50 0.68564945 23
9 3754 1.0777658 500 71 0.7521082 9445 62 0.74877274 18
9 3754 1.0777658 500 71 0.7521082 10233 80 0.71037334 16
9 3754 1.0777658 665 62 0.6810964 318 105 0.6796748 25
9 3754 1.0777658 665 62 0.6810964 1830 84 0.7006409 18
9 3754 1.0777658 665 62 0.6810964 8423 50 0.68564945 8
9 3754 1.0777658 665 62 0.6810964 8938 82 0.68621767 9
9 3754 1.0777658 665 62 0.6810964 9445 62 0.74877274 17
10 3576 1.076643 5 2269 1.2472625 757 20 0.5784246 636
10 3576 1.076643 5 2269 1.2472625 905 39 0.6005219 625
10 3576 1.076643 5 2269 1.2472625 1206 38 0.5466011 494
10 3576 1.076643 5 2269 1.2472625 1321 19 0.56298614 719
10 3576 1.076643 5 2269 1.2472625 1372 70 0.6204362 579
10 3576 1.076643 5 2269 1.2472625 1421 71 0.6238766 609
10 3576 1.076643 5 2269 1.2472625 1523 23 0.5779327 617
10 3576 1.076643 5 2269 1.2472625 1916 26 0.57075024 676
10 3576 1.076643 5 2269 1.2472625 2462 67 0.6186565 600
10 3576 1.076643 5 2269 1.2472625 2477 20 0.55464935 573
10 3576 1.076643 5 2269 1.2472625 2681 48 0.5960812 660
10 3576 1.076643 5 2269 1.2472625 2997 44 0.57011086 574
10 3576 1.076643 5 2269 1.2472625 3523 17 0.57344913 712
10 3576 1.076643 5 2269 1.2472625 3792 25 0.56509936 681
10 3576 1.076643 5 2269 1.2472625 3892 22 0.55683744 661
10 3576 1.076643 5 2269 1.2472625 4002 21 0.5543515 631
10 3576 1.076643 5 2269 1.2472625 4297 40 0.5753792 585
10 3576 1.076643 5 2269 1.2472625 4583 51 0.60394025 452
10 3576 1.076643 5 2269 1.2472625 5290 61 0.56965756 682
